Line_Item_Quantity,Pack_Price,Unit_Price,Brand,Dosage_Form,Country,Dosage,Item_Description,Weight_Kilograms,PO_SO,Total_Cost
3136,30.0,0.5,Generic,Tablet - FDC,Côte d'Ivoire,300/150/300mg,"Abacavir/Lamivudine/Zidovudine 300/150/300mg, tablets, 60 Tabs",478,SO-41471,96542.12
230,1.85,0.01,Generic,Oral solution,Guyana,10mg/ml,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",83,SO-42040,1501.7199999999998
181926,2.44,0.04,Generic,Tablet,Zambia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",11438,SO-41281,449017.94
20000,2.33,0.04,Generic,Tablet,Nigeria,150mg,"Lamivudine 150mg, tablets, 60 Tabs",2238,SO-41257,63755.33
27911,5.54,0.18,Generic,Tablet - FDC,Nigeria,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",11969,SO-42336,171933.73
2816,5.5,0.18,Generic,Tablet,Libya,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",231,SO-41891,16984.61
732,2.33,0.04,Generic,Tablet,Nigeria,150mg,"Lamivudine 150mg, tablets, 60 Tabs",57,SO-42641,23055.08
26574,7.78,0.13,Generic,Tablet - FDC,Uganda,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",2369,SO-42081,227016.19999999998
608,12.5,0.05,Generic,Oral solution,Côte d'Ivoire,20mg/ml,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",223,SO-41351,10252.11
38347,2.76,0.05,Generic,Tablet - FDC,Tanzania,30/60mg,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",1502,SO-41560,112886.72
2528,11.0,0.37,Generic,Delayed-release capsules,Côte d'Ivoire,200mg,"Didanosine 200mg, delayed-release capsules, 30 Caps",740,SO-42360,32601.510000000002
7541,29.68,0.25,Generic,Tablet,Rwanda,200/50mg,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",2003,SO-42761,256532.29
25,1.32,0.02,Generic,Capsule,Guyana,15mg,"Stavudine 15mg, capsules, 60 Caps",5,SO-42790,964.39
80,12.5,0.05,Generic,Oral solution,Zimbabwe,20mg/ml,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",29,SO-42230,1590.12
22783,2.42,0.04,Generic,Tablet,Uganda,200mg,"Nevirapine 200mg, tablets, 60 Tabs",1285,SO-42880,61477.520000000004
26432,2.42,0.04,Generic,Tablet,Uganda,200mg,"Nevirapine 200mg, tablets, 60 Tabs",1499,SO-42890,74971.09
50400,3.91,0.13,Generic,Tablet,Rwanda,600mg,"Efavirenz 600mg, tablets, 30 Tabs",3090,SO-42720,213944.18
17520,9.81,0.16,Generic,Tablet - FDC,Mozambique,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",9370,SO-42841,175968.1
69737,2.42,0.04,Generic,Tablet,Zimbabwe,200mg,"Nevirapine 200mg, tablets, 60 Tabs",4028,SO-42282,177752.13999999998
56228,3.64,0.12,Generic,Tablet,Côte d'Ivoire,600mg,"Efavirenz 600mg, tablets, 30 Tabs",6242,SO-42400,222086.83000000002
50000,2.44,0.04,Generic,Tablet,Zambia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",7567,SO-41993,138868.69999999998
51861,26.7,0.22,Generic,Tablet,Nigeria,200/50mg,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",14647,SO-42685,1402089.12
15120,2.76,0.05,Generic,Tablet - FDC,Côte d'Ivoire,30/60mg,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",959,SO-43030,46214.619999999995
876,2.16,0.04,Generic,Tablet,Zambia,150mg,"Lamivudine 150mg, tablets, 60 Tabs",44,SO-41841,5845.83
6654,7.3,0.08,Generic,Tablet,Nigeria,200mg,"Efavirenz 200mg, scored tablets, 90 Tabs",465,SO-43433,99732.29999999999
16971,7.72,0.13,Generic,Tablet - FDC,Zimbabwe,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",1464,SO-43670,139200.52
2131,2.16,0.04,Generic,Tablet,Uganda,150mg,"Lamivudine 150mg, tablets, 60 Tabs",117,SO-43500,6614.889999999999
574,26.7,0.22,Generic,Tablet,Tanzania,200/50mg,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",4758,SO-43120,21378.44
84875,9.62,0.16,Generic,Tablet - FDC,Mozambique,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",18031,SO-42832,825075.25
22790,7.27,0.12,Generic,Tablet - FDC,Nigeria,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",22259,SO-43045,195696.09
810,13.96,0.47,Generic,Tablet - FDC,Zimbabwe,600/300mg,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",52,SO-43250,12923.45
3485,2.26,0.04,Generic,Tablet,Guyana,200mg,"Nevirapine 200mg, tablets, 60 Tabs",214,SO-44710,10951.89
31512,6.07,0.2,Generic,Tablet - FDC,Tanzania,200/300mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",2635,SO-44370,194815.4
36229,1.95,0.01,Generic,Oral suspension,Uganda,10mg/ml,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",13310,SO-44790,82937.23000000001
1980,4.04,0.13,Generic,Tablet,Tanzania,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",126,SO-43122,9392.41
26940,4.7,0.16,Generic,Tablet - FDC,Uganda,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",2517,SO-43880,138577.76
5861,4.15,0.07,Generic,Chewable/dispersible tablet - FDC,Uganda,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",345,SO-43872,27779.920000000002
59615,12.96,0.43,Generic,Tablet - FDC,Nigeria,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",7722,SO-43040,788241.15
9627,2.26,0.04,Generic,Tablet - FDC,Nigeria,30/60mg,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",486,SO-43845,36331.479999999996
3000,2.1,0.01,Generic,Oral solution,Rwanda,10mg/ml,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",1151,SO-44760,13394.67
31132,8.58,0.14,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",5041,SO-45190,288109.06
10000,12.96,0.22,Generic,Tablet,Mozambique,300mg,"Abacavir 300mg, tablets, 60 Tabs",1033,SO-44861,137711.54
53787,12.96,0.43,Generic,Tablet - FDC,Zambia,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",6342,SO-43831,739982.1100000001
107832,7.0,0.12,Generic,Tablet - FDC,Zambia,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",8744,SO-43461,768533.7
49000,4.15,0.07,Generic,Chewable/dispersible tablet - FDC,Zimbabwe,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",3573,SO-44290,214735.2
578,4.0,0.07,Generic,Tablet - FDC,Tanzania,60/30mg,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",24,SO-44992,3821.36
60000,8.26,0.14,Generic,Tablet - FDC,Tanzania,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",7857,SO-45970,537070.75
927,1.85,0.01,Generic,Oral solution,Burundi,10mg/ml,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",891,SO-45180,6391.65
50000,8.26,0.14,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",6481,SO-45480,449737.14
59680,8.58,0.14,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",9886,SO-45460,571394.81
2562,6.07,0.2,Generic,Tablet - FDC,Burundi,200/300mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",240,SO-45150,17204.96
14146,1.95,0.01,Generic,Oral suspension,Tanzania,10mg/ml,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",5475,SO-44380,44733.32
62000,11.46,0.19,Generic,Tablet,Zambia,300mg,"Abacavir 300mg, tablets, 60 Tabs",6795,SO-45060,725715.85
80000,2.26,0.04,Generic,Tablet,Zambia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",6502,SO-45092,194323.66
123700,8.58,0.14,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",18882,SO-44933,1082883.96
20000,3.89,0.06,Generic,Chewable/dispersible tablet - FDC,Zambia,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",117,SO-45072,83796.24
6120,11.15,0.37,Generic,Tablet - FDC,Burundi,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",820,SO-46050,72903.67
990,11.46,0.19,Generic,Tablet,Uganda,300mg,"Abacavir 300mg, tablets, 60 Tabs",597,SO-45570,13638.93
50000,3.89,0.06,Generic,Chewable/dispersible tablet - FDC,Tanzania,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",2791,SO-45993,204908.14
4800,2.23,0.04,Generic,Tablet,Côte d'Ivoire,150mg,"Lamivudine 150mg, tablets, 60 Tabs",216,SO-46320,14734.939999999999
81,1.45,0.01,Generic,Oral solution,Guyana,10mg/ml,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",32,SO-46070,845.9
33650,5.58,0.09,Generic,Tablet,Mozambique,300mg,"Zidovudine 300mg, tablets, 60 Tabs",6904,SO-45894,193815.72999999998
1200,0.0,0.0,Generic,Delayed-release capsules,Côte d'Ivoire,200mg,"Didanosine 200mg, [DON] delayed-release capsules, 30 Caps",80,SO-47170,1532.73
9744,4.7,0.16,Generic,Tablet - FDC,Côte d'Ivoire,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",989,SO-46342,58778.25
50510,10.87,0.36,Generic,Tablet - FDC,Côte d'Ivoire,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",6766,SO-45611,568000.94
23819,2.26,0.04,Generic,Tablet,Uganda,200mg,"Nevirapine 200mg, tablets, 60 Tabs",1447,SO-46881,62740.52
72300,3.33,0.11,Generic,Tablet,Côte d'Ivoire,600mg,"Efavirenz 600mg, tablets, 30 Tabs",4392,SO-43341,259704.30000000002
290000,3.75,0.06,Generic,Chewable/dispersible tablet - FDC,Zimbabwe,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",16192,SO-45140,1106935.88
6377,4.7,0.16,Generic,Tablet - FDC,Côte d'Ivoire,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",833,SO-45630,34739.16
1481,2.15,0.04,Generic,Tablet,Côte d'Ivoire,150mg,"Lamivudine 150mg, tablets, 60 Tabs",141,SO-46380,4588.09
3456,4.7,0.16,Generic,Tablet - FDC,Mozambique,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",358,SO-47701,19849.9
76134,11.89,0.4,Generic,Tablet - FDC,Tanzania,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",9400,SO-47653,949922.64
964,20.04,0.17,Generic,Tablet,Côte d'Ivoire,200/50mg,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",6705,SO-45641,47007.07000000001
1542,5.74,0.19,Generic,Tablet - FDC,Tanzania,200/300mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",9400,SO-48290,11179.19
100000,8.11,0.14,Generic,Tablet - FDC,Mozambique,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",48109,SO-47085,842036.57
24765,8.11,0.14,Generic,Tablet - FDC,Côte d'Ivoire,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",2666,SO-46401,212278.68
114630,6.73,0.11,Generic,Tablet - FDC,Uganda,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",10166,SO-46873,777162.93
50000,11.89,0.4,Generic,Tablet - FDC,Tanzania,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",5446,SO-47651,622915.8
151208,10.52,0.35,Generic,Tablet - FDC,Tanzania,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",20501,SO-45743,1606441.0399999998
12800,18.9,0.16,Aluvia,Tablet,Mozambique,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",2844,SO-47091,247022.53
85800,3.75,0.06,Generic,Chewable/dispersible tablet - FDC,Nigeria,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",5605,SO-47284,367261.39
24765,8.11,0.14,Generic,Tablet - FDC,Côte d'Ivoire,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",2751,SO-47152,212489.55
212934,8.26,0.14,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",27953,SO-46871,1779891.62
165917,10.78,0.36,Generic,Tablet - FDC,Mozambique,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",45740,SO-47702,1821537.1199999999
3393,2.1,0.01,Generic,Oral solution,Côte d'Ivoire,10mg/ml,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",1273,SO-47550,11915.98
7000,2.1,0.01,Generic,Oral solution,Côte d'Ivoire,10mg/ml,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",2625,SO-47920,24583.65
26512,6.52,0.11,Generic,Tablet - FDC,Mozambique,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",2381,SO-47055,178109.19
19573,13.52,0.45,Generic,Tablet - FDC,Nigeria,600/300mg,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",1947,SO-47285,293711.57
200,20.04,0.17,Generic,Tablet,Burundi,200/50mg,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",53,SO-48600,5633.65
1419,4.5,0.08,Generic,Tablet - FDC,Rwanda,60/30mg,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",71,SO-48771,7353.120000000001
17000,3.73,0.06,Generic,Chewable/dispersible tablet - FDC,Tanzania,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",931,SO-46675,69490.44
2158,5.74,0.19,Generic,Tablet - FDC,Guyana,200/300mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",196,SO-47741,15408.98
5768,4.32,0.07,Generic,Tablet - FDC,Mozambique,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",592,SO-48881,25542.289999999997
352500,10.78,0.36,Generic,Tablet - FDC,Zambia,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",82137,SO-48000,3871711.74
9784,6.52,0.11,Generic,Tablet - FDC,Mozambique,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",884,SO-45899,64555.450000000004
15000,6.52,0.11,Generic,Tablet - FDC,Mozambique,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",15659,SO-47053,108825.87999999999
33922,8.11,0.14,Generic,Tablet - FDC,Mozambique,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",16611,SO-47462,286614.02999999997
57859,3.73,0.06,Generic,Chewable/dispersible tablet - FDC,Tanzania,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",3090,SO-46702,233939.33
2469,11.23,0.19,Generic,Tablet,Tanzania,300mg,"Abacavir 300mg, tablets, 60 Tabs",230,SO-47960,28924.37
17851,11.89,0.4,Generic,Tablet - FDC,Tanzania,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",2117,SO-47650,214129.76
3273,13.52,0.45,Generic,Tablet - FDC,Uganda,600/300mg,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",389,SO-48960,47083.06
54147,11.89,0.4,Generic,Tablet - FDC,Namibia,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",6425,SO-49520,679945.6599999999
34374,2.15,0.04,Generic,Chewable/dispersible tablet - FDC,Tanzania,30/60mg,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",2346,SO-47655,75442.88
41768,2.21,0.04,Generic,Tablet,Zambia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",2599,SO-48681,95829.5
5403,13.52,0.45,Generic,Tablet - FDC,Uganda,600/300mg,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",490,SO-49020,75139.75
19913,13.49,0.45,Generic,Tablet - FDC,Zimbabwe,600/300mg,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",1828,SO-48490,270857.69
3969,4.42,0.05,Generic,Capsule,Zimbabwe,200mg,"Efavirenz 200mg, capsule, 90 Caps",561,SO-48460,17812.429999999997
203160,3.75,0.06,Generic,Chewable/dispersible tablet - FDC,Zimbabwe,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",11353,SO-48432,775287.9600000001
213502,7.72,0.13,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",31271,SO-48890,1712623.68
14648,5.5,0.09,Generic,Tablet,Nigeria,300mg,"Zidovudine 300mg, tablets, 60 Tabs",1023,SO-50881,82891.02
1400,2.18,0.04,Generic,Tablet,Mozambique,200mg,"Nevirapine 200mg, tablets, 60 Tabs",4355,SO-50131,6699.77
336000,9.6,0.32,Generic,Tablet - FDC,Zimbabwe,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",37955,SO-49160,3270993.51
1764,3.55,0.12,Generic,Tablet,Côte d'Ivoire,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",110,SO-49054,6976.339999999999
41943,18.64,0.16,Aluvia,Tablet,Nigeria,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",10322,SO-49700,796887.36
156995,7.72,0.13,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",32219,SO-51091,1263817.18
65000,9.99,0.33,Generic,Tablet - FDC,Swaziland,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",7403,SO-51110,655085.3300000001
300,9.3,0.1,Generic,Tablet,"Congo, DRC",200mg,"Efavirenz 200mg, scored tablets, 90 Tabs",266,SO-50890,6941.07
30120,18.9,0.16,Aluvia,Tablet,Mozambique,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",6697,SO-49720,573849.1499999999
2966,6.83,0.03,Generic,Oral solution,Rwanda,20mg/ml,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",1067,SO-50711,26592.019999999997
68072,9.6,0.32,Generic,Tablet - FDC,Nigeria,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",8799,SO-49932,670042.99
960,3.55,0.12,Generic,Tablet,Mozambique,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",76,SO-50500,3549.4100000000003
50000,7.72,0.13,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",6201,SO-49938,398478.81
234519,7.72,0.13,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",51833,SO-49935,1919921.7999999998
168,80.6,0.3,Invirase,Capsule,Mozambique,200mg,"Saquinavir 200mg [Invirase], capsules, 270 Caps",85,SO-33100,14706.84
200,6.85,0.23,Generic,Tablet,Uganda,600mg,"Efavirenz 600mg, tablets, 30 Tabs",18,SO-33180,2512.77
2305,2.44,0.04,Generic,Tablet,Haiti,150mg,"Lamivudine 150mg, tablets, 60 Tabs",126,SO-33740,6985.55
819,1.9,0.01,Generic,Oral solution,Côte d'Ivoire,10mg/ml,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",284,SO-33210,3227.91
8430,7.53,0.13,Generic,Tablet,Côte d'Ivoire,300mg,"Zidovudine 300mg, tablets, 60 Tabs",546,SO-34501,64813.8
6714,5.78,0.19,Generic,Tablet,Zambia,600mg,"Efavirenz 600mg, tablets, 30 Tabs",574,SO-34800,44720.92
9024,6.66,0.11,Generic,Tablet - FDC,Côte d'Ivoire,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",976,SO-34420,72587.44
5500,11.22,0.19,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",708,SO-34630,64354.95
9024,6.66,0.11,Generic,Tablet - FDC,Côte d'Ivoire,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",680,SO-34390,62915.86
4077,1.9,0.01,Generic,Oral solution,Haiti,10mg/ml,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",1404,SO-35180,16092.13
6985,2.44,0.04,Generic,Tablet,Uganda,150mg,"Lamivudine 150mg, tablets, 60 Tabs",336,SO-33880,19605.5
31000,11.35,0.19,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",3941,SO-34780,395195.7
5184,2.9,0.05,Generic,Tablet,Uganda,200mg,"Nevirapine 200mg, tablets, 60 Tabs",507,SO-34080,16639.87
1276,23.0,0.77,Generic,Tablet - FDC,Côte d'Ivoire,600/300mg,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",117,SO-35770,30488.82
7107,2.1,0.01,Generic,Oral solution,Côte d'Ivoire,10mg/ml,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",2633,SO-34372,18642.28
450,50.0,0.28,Crixivan,Capsule,Haiti,400mg,"Indinavir 400mg [Crixivan], capsules, 180 Caps",101,SO-35950,28585.489999999998
1300,11.75,0.39,Generic,Tablet - FDC,Uganda,200/300mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",105,SO-36240,17701.47
7500,4.75,0.16,Generic,Tablet,Nigeria,600mg,"Efavirenz 600mg, tablets, 30 Tabs",662,SO-34914,45437.909999999996
20579,8.76,0.15,Generic,Tablet - FDC,Nigeria,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",1773,SO-35051,190396.81000000003
6000,11.75,0.39,Generic,Tablet - FDC,Uganda,200/300mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",493,SO-36050,78531.03
2788,15.5,0.26,Generic,Chewable/dispersible tablet,Côte d'Ivoire,200mg,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",588,SO-35563,48428.85
20124,2.73,0.05,Generic,Tablet,Tanzania,200mg,"Nevirapine 200mg, tablets, 60 Tabs",2262,SO-36041,65593.09
55070,11.22,0.19,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",7253,SO-36437,625364.7400000001
10000,11.22,0.19,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",1250,SO-36433,118589.07999999999
80000,11.22,0.19,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",10519,SO-36930,905682.41
15000,11.22,0.19,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",1972,SO-36933,174810.03
2300,16.44,0.27,Generic,Tablet,Nigeria,300mg,"Abacavir 300mg, tablets, 60 Tabs",336,SO-36450,44040.7
40752,8.55,0.14,Generic,Tablet - FDC,Côte d'Ivoire,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",3506,SO-36900,357996.46
1800,2.33,0.04,Generic,Tablet,Ethiopia,150mg,"Lamivudine 150mg, tablets, 60 Tabs",74,SO-36680,4733.4
2376,3.28,0.05,Generic,Tablet - FDC,Côte d'Ivoire,150/30mg,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",189,SO-37142,16763.29
48551,11.22,0.19,Generic,Tablet - FDC,Mozambique,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",15664,SO-36020,557801.1
30000,11.22,0.19,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",4050,SO-37270,353085.18
110000,2.58,0.04,Generic,Tablet,Tanzania,200mg,"Nevirapine 200mg, tablets, 60 Tabs",12543,SO-37180,286391.62
350,2.58,0.04,Generic,Tablet,Nigeria,200mg,"Nevirapine 200mg, tablets, 60 Tabs",40,SO-37210,21169.88
115745,11.22,0.19,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",15500,SO-37510,1384654.7899999998
33998,3.28,0.05,Generic,Tablet - FDC,Côte d'Ivoire,150/30mg,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",7275,SO-37130,120512.22
3000,6.57,0.22,Generic,Tablet,Nigeria,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",2252,SO-38390,63300.490000000005
36576,2.58,0.04,Generic,Tablet,Tanzania,200mg,"Nevirapine 200mg, tablets, 60 Tabs",4145,SO-37910,96216.53
4800,19.92,0.66,Generic,Tablet - FDC,Côte d'Ivoire,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",532,SO-38500,103215.34
