Line_Item_Quantity,Pack_Price,Unit_Price,Brand,Dosage_Form,Country,Dosage,Item_Description,Weight_Kilograms,PO_SO,Total_Cost
2300,16.44,0.27,Generic,Tablet,Nigeria,300mg,"Abacavir 300mg, tablets, 60 Tabs",336,SO-36450,44040.7
176143,8.76,0.15,Generic,Tablet - FDC,Nigeria,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",15200,SO-35055,1556075.3699999999
1848,9.5,0.16,Generic,Tablet - FDC,Guyana,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",402,SO-1233,22391.09
1822,2.02,0.01,Generic,Oral solution,Mozambique,10mg/ml,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",707,SO-38691,4512.77
16912,11.4,0.19,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",1905,SO-33339,202516.16999999998
330,7.72,0.13,Generic,Chewable/dispersible tablet,Guyana,100mg,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",71,SO-36641,4274.62
520,30.82,0.1,Kaletra,Oral solution,Côte d'Ivoire,80/20mg/ml,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",242,SCMS-174550,21303.94
23000,3.91,0.13,Generic,Tablet,Uganda,600mg,"Efavirenz 600mg, tablets, 30 Tabs",1403,SO-42600,99856.08
4301,8.55,0.14,Generic,Tablet - FDC,Guatemala,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",1435,SO-38260,53087.18000000001
20124,2.73,0.05,Generic,Tablet,Tanzania,200mg,"Nevirapine 200mg, tablets, 60 Tabs",2262,SO-36041,65593.09
40337,19.92,0.66,Generic,Tablet - FDC,Tanzania,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",4560,SO-38170,805886.0100000001
2954,80.0,0.8,Determine,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1284,SCMS-173131,236737.75
1775,92.0,0.92,Determine,Test kit,Dominican Republic,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",721,SCMS-172501,172667.29
22512,6.5,0.22,Generic,Tablet,Vietnam,600mg,"Efavirenz 600mg, tablets, 30 Tabs",1775,SCMS-45050,152376.66999999998
150000,16.27,0.54,Generic,Tablet - FDC,Zambia,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",17001,SO-40950,2450606.09
1446,2.24,0.07,Generic,Capsule,Haiti,50mg,"Efavirenz 50mg, capsule, 30 Caps",83,SO-23751,4854.11
2100,2.9,0.05,Generic,Tablet,Nigeria,150mg,"Lamivudine 150mg, tablets, 60 Tabs",153,SO-11220,7380.65
44,29.0,1.45,Stat-Pak,Test kit,Ethiopia,300mg,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",15,SCMS-133360,1807.19
92000,2.35,0.08,Generic,Capsule,South Africa,50mg,"Efavirenz 50mg, capsule, 30 Caps",5184,SCMS-75670,226259.08000000002
6500,4.7,0.16,Generic,Tablet - FDC,Côte d'Ivoire,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",677,SO-43331,34472.97
105813,4.3,0.14,Generic,Tablet,South Africa,600mg,"Efavirenz 600mg, tablets, 30 Tabs",8351,SCMS-103680,463038.9
40319,6.91,0.23,Generic,Tablet,South Africa,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",3545,SCMS-75510,285158.33999999997
160,16.5,0.07,Generic,Oral solution,Haiti,20mg/ml,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",938,SO-2042,13984.42
23,15.5,0.26,Generic,Chewable/dispersible tablet,Côte d'Ivoire,200mg,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",379,SO-33171,2302.86
3014,26.25,0.88,Truvada,Tablet - FDC,Uganda,300/200mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",291,SO-17754,81027.57
210,16.0,0.18,Generic,Capsule,Haiti,200mg,"Efavirenz 200mg, capsule, 90 Caps",26,SO-2603,4362.84
372,1.9,0.03,Generic,Chewable/dispersible tablet - FDC,Uganda,30/6mg,"Lamivudine/Stavudine 30/6mg, dispersible tablets, 60 Tabs",33,SO-45510,1659.42
60784,16.75,0.56,Generic,Tablet,Zambia,600mg,"Efavirenz 600mg, tablets, 30 Tabs",11179,SCMS-163,1068047.105
500,30.82,0.26,Aluvia,Tablet,Libya,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",709,SO-41900,16193.51
1000,20.0,0.67,Generic,Tablet,Côte d'Ivoire,300/100mg,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",140,SCMS-250210,22803.33
10,32.0,1.6,Uni-Gold,Test kit,Sudan,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",4,SCMS-120473,914.3299999999999
5468,2.95,0.05,Generic,Tablet - FDC,Rwanda,150/30mg,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",437,SO-42700,19081.620000000003
10000,11.8,0.2,Generic,Tablet - FDC,Côte d'Ivoire,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",1456,SO-16210,123279.6
28200,19.92,0.66,Generic,Tablet - FDC,Tanzania,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",3076,SO-39440,566529.88
514,2.33,0.04,Generic,Tablet,Guyana,150mg,"Lamivudine 150mg, tablets, 60 Tabs",25,SO-39710,2251.64
3393,2.1,0.01,Generic,Oral solution,Côte d'Ivoire,10mg/ml,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",1273,SO-47550,11915.98
540,30.82,0.1,Kaletra,Oral solution,Côte d'Ivoire,80/20mg/ml,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",519,SCMS-207150,22048.76
400,1.56,0.05,Generic,Capsule,Haiti,50mg,"Efavirenz 50mg, capsule, 30 Caps",41,SCMS-233930,1941.65
880,23.5,0.39,Generic,Tablet,Vietnam,300mg,"Abacavir 300mg, tablets, 60 Tabs",331,SCMS-27320,23492.37
741,5.0,0.08,Generic,Chewable/dispersible tablet,Haiti,60mg,"Abacavir 60mg, dispersible tablets, 60 Tabs",66,SCMS-209700,5282.5
450,50.0,0.28,Crixivan,Capsule,Haiti,400mg,"Indinavir 400mg [Crixivan], capsules, 180 Caps",101,SO-35950,28585.489999999998
1746,19.36,0.16,Generic,Tablet,Guyana,200/50mg,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",473,SO-51040,39611.69
1250,9.0,0.3,Generic,Tablet,Swaziland,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",1787,SO-30790,24070.09
2744,89.0,0.89,Determine,Test kit,Nigeria,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1186,SCMS-162440,269485.58
9377,5.39,0.09,Generic,Tablet - FDC,Vietnam,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",692,SCMS-97820,59119.869999999995
164398,2.51,0.04,Generic,Tablet,Nigeria,200mg,"Nevirapine 200mg, tablets, 60 Tabs",9988,SO-39992,431815.73
10560,6.9,0.12,Generic,Tablet - FDC,Vietnam,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",924,SCMS-37180,77232.73999999999
3240,36.16,0.3,Aluvia,Tablet,Côte d'Ivoire,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",731,SO-35550,122532.68
28800,2.6,0.04,Generic,Tablet,Tanzania,200mg,"Nevirapine 200mg, tablets, 60 Tabs",3396,SCMS-76980,91458.02
3971,2.12,0.01,Generic,Oral suspension,South Africa,10mg/ml,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",1472,SCMS-93490,11957.36
50,41.1,0.14,Kaletra,Oral solution,Rwanda,80/20mg/ml,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",50,SO-489,2719.35
71568,11.0,0.18,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",11441,SO-40931,843722.57
7300,2.95,0.05,Generic,Tablet - FDC,Rwanda,150/30mg,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",375,SO-42701,24284.82
20,6.08,0.2,Generic,Tablet - FDC,"Congo, DRC",300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",70,SO-41146,1646.27
3023,89.0,0.89,Determine,Test kit,Nigeria,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1221,SCMS-196561,289271.01
888,1.9,0.03,Generic,Chewable/dispersible tablet - FDC,Haiti,30/6mg,"Lamivudine/Stavudine 30/6mg, dispersible tablets, 60 Tabs",119,SO-44410,3585.7799999999997
11188,11.8,0.2,Generic,Tablet - FDC,Ethiopia,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",1435,SO-22050,141415.16
41,75.0,0.75,Bioline,Test kit,Dominican Republic,300mg,"HIV 1/2, Bioline 3.0 Kit, 100 Tests",28,SCMS-117370,3563.75
48000,6.47,0.22,Generic,Tablet,South Africa,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",3247,SCMS-103840,318252.57999999996
12917,2.3,0.04,Generic,Chewable/dispersible tablet - FDC,Tanzania,30/50/6mg,"Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs",2461,SO-44981,33338.65
32083,4.51,0.15,Generic,Tablet,South Africa,600mg,"Efavirenz 600mg, tablets, 30 Tabs",2808,SCMS-75750,145636.78999999998
27156,26.25,0.88,Truvada,Tablet - FDC,Zambia,300/200mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",9344,SO-1806,749232.05
33998,3.28,0.05,Generic,Tablet - FDC,Côte d'Ivoire,150/30mg,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",7275,SO-37130,120512.22
178,36.0,0.3,Intelence,Tablet,Uganda,100mg,"Etravirine 100mg [Intelence], tablets, 120 Tabs",90,SCMS-162750,7404.93
6349,3.35,0.06,Generic,Tablet,Uganda,150mg,"Lamivudine 150mg, tablets, 60 Tabs",369,SCMS-159,23983.175000000003
3000,2.1,0.01,Generic,Oral solution,Côte d'Ivoire,10mg/ml,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",1152,SO-43350,12279.96
75507,5.38,0.09,Generic,Tablet - FDC,Zimbabwe,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",8578,SO-38521,412114.57
1300,6.41,0.11,Generic,Tablet,Guyana,300mg,"Zidovudine 300mg, tablets, 60 Tabs",77,SO-45051,9492.38
600,24.5,24.5,Colloidal Gold,Test kit,Haiti,300mg,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",434,SCMS-147610,18930.22
8000,32.0,1.6,Uni-Gold,Test kit,Zambia,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",2328,SCMS-260230,270882.82
7000,3.55,0.12,Generic,Tablet,Vietnam,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",2190,SCMS-236060,28343.25
2600,32.0,1.6,Uni-Gold,Test kit,Uganda,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",775,SCMS-264720,89462.03
253,1.75,0.03,Generic,Capsule,Nigeria,20mg,"Stavudine 20mg, capsules, 60 Caps",15,SO-642,903.46
80,41.1,0.34,Aluvia,Tablet,Uganda,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",18,SO-2676,3712.01
12080,2.33,0.04,Generic,Tablet,Zambia,150mg,"Lamivudine 150mg, tablets, 60 Tabs",503,SO-38150,30562.870000000003
2604,80.0,0.8,Determine,Test kit,Zambia,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1239,SCMS-120570,231314.31
570,3.47,0.12,Stocrin/Sustiva,Capsule,Zambia,50mg,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",26,SO-479,2573.605
7063,2.3,0.04,Generic,Tablet,Vietnam,200mg,"Nevirapine 200mg, tablets, 60 Tabs",412,SCMS-210100,18034.67
26663,6.61,0.11,Generic,Tablet - FDC,Namibia,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",4233,SCMS-253440,203087.25
990,7.53,0.13,Generic,Tablet,Haiti,300mg,"Zidovudine 300mg, tablets, 60 Tabs",109,SO-34190,17802.55
9780,7.53,0.13,Generic,Tablet,Côte d'Ivoire,300mg,"Zidovudine 300mg, tablets, 60 Tabs",550,SO-33510,76582.40999999999
1458,27.6,0.92,Stat-Pak,Test kit,Uganda,300mg,"HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests",158,SCMS-171670,44115.54
3912,22.5,0.75,First Response,Test kit,Rwanda,300mg,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests",1320,SCMS-38660,103215.26000000001
6000,80.0,0.8,Determine,Test kit,Uganda,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",2432,SCMS-239770,503975.5
32298,2.26,0.04,Generic,Tablet,Uganda,200mg,"Nevirapine 200mg, tablets, 60 Tabs",6528,SO-43640,94890.60999999999
8824,8.76,0.15,Generic,Tablet - FDC,Côte d'Ivoire,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",706,SO-31730,80594.31000000001
240,18.34,0.61,Videx EC,Delayed-release capsules - blister,Haiti,400mg,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",12,SCMS-91000,4858.860000000001
18597,2.1,0.01,Generic,Oral solution,Mozambique,10mg/ml,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",7141,SO-43791,44598.09
662,26.25,0.88,Truvada,Tablet - FDC,Nigeria,300/200mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",58,SO-27813,24857.36
6392,4.34,0.14,Generic,Tablet,Zimbabwe,600mg,"Efavirenz 600mg, tablets, 30 Tabs",539,SO-37840,29510.87
63,91.5,1.52,Isentress,Tablet,Uganda,400mg,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",7,SCMS-79750,6136.93
5500,80.0,0.8,Determine,Test kit,Mozambique,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",2139,SCMS-277860,459711.45
688,2.24,0.07,Generic,Capsule,Haiti,50mg,"Efavirenz 50mg, capsule, 30 Caps",465,SO-35930,7581.4
12000,13.15,0.22,Generic,Tablet,Rwanda,300mg,"Abacavir 300mg, tablets, 60 Tabs",1239,SO-42110,186223.24
230,1.85,0.01,Generic,Oral solution,Guyana,10mg/ml,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",83,SO-42040,1501.7199999999998
57494,7.43,0.12,Generic,Tablet,South Africa,300mg,"Zidovudine 300mg, tablets, 60 Tabs",3085,SCMS-69000,432986.62
28271,4.52,0.15,Generic,Tablet,Zambia,600mg,"Efavirenz 600mg, tablets, 30 Tabs",2507,SO-38000,137613.43
20000,9.28,0.04,Ziagen,Oral solution,South Africa,20mg/ml,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",7656,SCMS-104170,195556.84
115089,9.8,0.33,Generic,Tablet - FDC,Nigeria,200/300mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",11004,SO-39997,1148229.0899999999
9000,11.22,0.19,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",1055,SO-35960,104158.71
200,5.78,0.19,Generic,Tablet,Uganda,600mg,"Efavirenz 600mg, tablets, 30 Tabs",22,SO-34150,1867.29
732,2.33,0.04,Generic,Tablet,Nigeria,150mg,"Lamivudine 150mg, tablets, 60 Tabs",57,SO-42641,23055.08
4637,3.89,0.06,Generic,Chewable/dispersible tablet - FDC,Uganda,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",426,SO-46830,19817.97
3360,19.92,0.66,Generic,Tablet - FDC,Uganda,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",617,SO-39070,69928.56
10059,2.18,0.04,Generic,Tablet,Uganda,200mg,"Nevirapine 200mg, tablets, 60 Tabs",632,SO-50650,24597.93
8000,18.0,0.6,Generic,Tablet,Rwanda,300/100mg,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",1045,SCMS-261780,151097.96
1530,8.87,0.1,Generic,Capsule,Nigeria,200mg,"Efavirenz 200mg, capsule, 90 Caps",233,SO-41261,38822.09
75,9.3,0.1,Generic,Tablet,Guyana,200mg,"Efavirenz 200mg, scored tablets, 90 Tabs",5,SO-47721,1606.87
210,4.75,0.16,Generic,Tablet,Nigeria,600mg,"Efavirenz 600mg, tablets, 30 Tabs",19,SO-34918,10735.75
45168,9.18,0.15,Generic,Tablet - FDC,Rwanda,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",3953,SCMS-25530,438376.93
46113,7.21,0.12,Generic,Tablet,Uganda,300mg,"Zidovudine 300mg, tablets, 60 Tabs",2534,SO-38890,349652.8
19501,2.33,0.04,Generic,Tablet,Nigeria,150mg,"Lamivudine 150mg, tablets, 60 Tabs",2046,SO-41265,70732.98999999999
564,49.32,0.27,Crixivan,Capsule,Mozambique,400mg,"Indinavir 400mg [Crixivan], capsules, 180 Caps",3946,SO-576,36799.494999999995
77187,2.18,0.04,Generic,Tablet,Zambia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",4800,SO-45090,179458.01
117112,9.76,0.33,Generic,Tablet - FDC,Nigeria,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",15735,SO-49681,1182117.1400000001
270,2.22,0.04,Generic,Tablet,South Sudan,150mg,"Lamivudine 150mg, tablets, 60 Tabs",513,SO-43070,5534.67
1891,80.0,0.8,Determine,Test kit,Rwanda,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",766,SCMS-239700,165561.15
1000,71.99,0.72,Determine,Test kit,Mozambique,300mg,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",296,SCMS-29440,74754.0
5000,8.76,0.15,Generic,Tablet - FDC,Ethiopia,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",403,SO-22190,45605.5
116857,6.65,0.22,Generic,Tablet,South Africa,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",10907,SCMS-83830,786680.42
105707,6.86,0.23,Generic,Tablet,South Africa,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",7092,SCMS-93640,734051.29
20000,2.0,0.03,Generic,Chewable/dispersible tablet - FDC,Tanzania,30/60mg,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",1386,SO-48921,47102.32
15000,1.3,0.01,Generic,Oral suspension,Uganda,10mg/ml,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 100 ml",2978,SO-46840,24978.51
400,8.76,0.15,Generic,Tablet - FDC,Uganda,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",70,SO-33010,5275.71
1411,33.0,0.55,Generic,Capsule,Rwanda,200mg,"Atazanavir 200mg, capsules, 60 Caps",145,SCMS-235960,48561.61
92125,6.6,0.11,Generic,Tablet - FDC,Nigeria,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",7982,SO-47283,653830.68
223,91.5,1.52,Isentress,Tablet,Uganda,400mg,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",21,SCMS-91710,21199.17
7280,32.0,1.6,Uni-Gold,Test kit,Zambia,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",2391,SCMS-120582,259162.61000000002
1000,1.92,0.01,Generic,Oral solution,Nigeria,10mg/ml,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",346,SO-2731,3911.9700000000003
4068,24.5,24.5,Colloidal Gold,Test kit,Rwanda,300mg,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",2712,SCMS-232310,137448.5
125,32.0,1.6,Uni-Gold,Test kit,South Sudan,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",40,SCMS-176921,5417.85
240,32.0,1.6,Uni-Gold,Test kit,South Sudan,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",82,SCMS-127500,9195.36
3000,32.0,1.6,Uni-Gold,Test kit,Zambia,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",881,SCMS-260220,102777.28
336,80.0,0.8,Determine,Test kit,Tanzania,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",139,SCMS-235440,29142.59
4,11.25,0.45,Generic,Test kit,Haiti,300mg,"Malaria Antigen P.f , HRP2, Kit, 25 Tests",2,SCMS-131030,747.48
6500,1.25,0.04,Generic,Chewable/dispersible tablet,Côte d'Ivoire,50mg,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",406,SCMS-205010,12972.43
65072,2.87,0.05,Generic,Tablet,South Africa,200mg,"Nevirapine 200mg, tablets, 60 Tabs",4194,SCMS-84230,204438.25
20000,6.49,0.11,Generic,Tablet - FDC,Vietnam,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",1748,SCMS-274360,133821.26
76,2.95,0.05,Generic,Tablet - FDC,Zimbabwe,150/30mg,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",248,SO-38513,706.28
9007,36.16,0.3,Aluvia,Tablet,Tanzania,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",2020,SCMS-66920,335564.94
3,0.01,0.0,Bioline,Test kit,Kenya,300mg,"HIV, Bioline HIV 1/2 3.0 Kit, [DON] 25 Tests",3,SO-1740,99.03
5750,80.0,0.8,Determine,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",3374,SCMS-272190,485362.55
17550,4.75,0.16,Generic,Tablet,Uganda,600mg,"Efavirenz 600mg, tablets, 30 Tabs",1325,SO-36832,88142.68
3648,7.25,0.12,Generic,Tablet - FDC,Vietnam,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",323,SCMS-27380,28835.03
2744,89.0,0.89,Determine,Test kit,Nigeria,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1235,SCMS-162440,332734.56
10560,36.16,0.3,Aluvia,Tablet,Côte d'Ivoire,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",2598,SCMS-52640,398471.36
5000,11.2,0.19,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",690,SO-36130,61531.06
672,1.4,0.02,Generic,Capsule,Vietnam,30mg,"Stavudine 30mg, capsules, 60 Caps",32,SCMS-58610,2643.93
45232,2.44,0.08,Generic,Capsule,South Africa,50mg,"Efavirenz 50mg, capsule, 30 Caps",2674,SCMS-103410,115849.83
489,7.71,0.13,Generic,Tablet,Guyana,300mg,"Zidovudine 300mg, tablets, 60 Tabs",28,SO-25160,4824.82
2265,30.82,0.1,Kaletra,Oral solution,Zambia,80/20mg/ml,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",2272,SCMS-253020,84482.76999999999
5000,35.5,0.59,Generic,Tablet,Zambia,300mg,"Abacavir 300mg, tablets, 60 Tabs",239,SO-206,179274.685
58489,4.51,0.15,Generic,Tablet,South Africa,600mg,"Efavirenz 600mg, tablets, 30 Tabs",4972,SCMS-103440,278659.83
169447,3.75,0.06,Generic,Chewable/dispersible tablet - FDC,Nigeria,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",8039,SO-45670,667148.37
400,24.5,24.5,Colloidal Gold,Test kit,Haiti,300mg,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",253,SCMS-225423,12955.92
3000,2.1,0.01,Generic,Oral solution,Rwanda,10mg/ml,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",1151,SO-44760,13394.67
42938,6.65,0.22,Generic,Tablet,South Africa,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",4008,SCMS-93550,292130.23000000004
1200,7.75,0.13,Generic,Chewable/dispersible tablet,Vietnam,100mg,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",249,SCMS-10970,13034.789999999999
501,36.0,0.3,Intelence,Tablet,Uganda,100mg,"Etravirine 100mg [Intelence], tablets, 120 Tabs",151,SCMS-250220,18351.79
800,70.0,0.7,Determine,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",182,SCMS-42590,59382.36
8192,11.0,0.37,Generic,Tablet,Haiti,600mg,"Efavirenz 600mg, tablets, 30 Tabs",9516,SO-15950,191604.93
10776,7.21,0.12,Generic,Tablet,Zambia,300mg,"Zidovudine 300mg, tablets, 60 Tabs",586,SO-37360,85908.23
68,30.82,0.1,Kaletra,Oral solution,Tanzania,80/20mg/ml,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",116,SCMS-159620,3917.26
284,5.0,0.05,Generic,Capsule,Côte d'Ivoire,100mg,"Zidovudine 100mg, capsules, 100 Caps",22,SO-34411,2634.27
47925,2.26,0.04,Generic,Tablet,Uganda,200mg,"Nevirapine 200mg, tablets, 60 Tabs",2933,SO-45450,129163.48999999999
150,30.82,0.1,Kaletra,Oral solution,Uganda,80/20mg/ml,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",170,SCMS-264920,6894.33
20000,1.8,0.01,Generic,Oral suspension,Zambia,10mg/ml,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",7469,SO-39040,40008.590000000004
2016,7.82,0.26,Generic,Tablet,South Africa,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",136,SCMS-68720,17680.350000000002
3144,89.0,0.89,Determine,Test kit,Nigeria,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1276,SCMS-260700,295785.64
35400,3.4,0.06,Generic,Tablet,Nigeria,200mg,"Nevirapine 200mg, tablets, 60 Tabs",1987,SO-10780,135484.38
564,1.95,0.01,Generic,Oral suspension,Burundi,10mg/ml,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",210,SO-44650,2652.4799999999996
